,Result,Season,Team1,Team2,deltaSeed,deltaeFG,deltaPoss,deltaTO%,deltaFT%,deltaOR%,deltaAvgORtg,deltaAvgDRtg,deltaOrdinalRank
270,1,2007,1435,1203,-5,-0.11364860629566503,-24.762499999999996,-0.03269747332467346,-0.2936205950911834,-0.06276012854960222,-0.11523777566816351,-0.11582242619322891,-5.733333333333334
271,1,2007,1450,1331,-11,0.12796114401271125,-13.637499999999982,0.049201204608385646,0.004441716019066844,0.03619006441587086,0.1807795116463342,0.09595969076176958,-50.93333333333333
272,1,2007,1462,1140,1,0.08398962148962141,-11.25,0.059556029301955055,-0.09474969474969475,0.002343081589795404,0.11562141740851484,-0.06995855644290472,-35.466666666666676
273,1,2007,1196,1238,-15,-0.06103959884201826,-1.8249999999999886,-0.00010673848250725149,-0.15791642339317866,0.0032873376623376305,0.20383429275759124,-0.36425949508175337,-260.4666666666667
274,1,2007,1242,1310,-15,-0.054234459634179055,-0.1624999999999801,0.11736304431235328,0.008476026077709198,-0.026312128731483586,-0.20622153382683261,-0.28399922626385044,-211.33333333333331
275,0,2007,1437,1246,1,0.055587307502075634,-5.150000000000006,-0.019111303718832795,0.16228098150721865,-0.006843646549528903,0.15868583087037913,0.20030336745162458,-4.266666666666669
276,0,2007,1317,1272,13,0.025329819907859763,2.8125,0.01908713692946054,-0.03773674903438973,-0.13916773916773917,-0.11032921864228196,-0.03332509527959526,166.93333333333334
277,1,2007,1305,1166,-3,-0.002658327698895624,5.9624999999999915,-0.021770385836730716,0.18655623168807753,0.126333746898263,0.11402385231082923,0.06735038944004756,13.06666666666667
278,1,2007,1332,1275,-11,0.11842819434604746,4.237499999999997,-0.03744057071405807,-0.057814380651476704,0.20836680713341044,0.4064456859018253,0.22647383815588262,-68.6
279,0,2007,1112,1345,-1,-0.10833952969606836,2.874999999999986,-0.05123704079743338,0.09146296124175118,-0.008060187847421907,-0.08190892449034104,-0.041751192262030945,-17.200000000000003
280,0,2007,1221,1356,9,-0.027143146708364152,-5.475000000000001,0.054668790893878855,0.0364381994816777,0.09220945083014054,-0.013233455789141368,-0.1052823907454623,80.26666666666668
281,1,2007,1397,1253,-7,-0.1255801356508492,0.7249999999999943,0.010710145365867563,0.2300061292592679,-0.06723276213790302,-0.17596696177391413,-0.2628292287591245,-93.66666666666669
282,1,2007,1400,1308,-9,0.017295784710645357,0.45000000000003126,-0.14464184612587155,-0.4468325791855203,-0.08763925860199151,0.06248585551577146,0.06964367618479339,-70.86666666666666
283,1,2007,1424,1210,-3,-0.1992491648682696,0.7999999999999972,0.09688080603956184,-0.17843690319754063,-0.11808703865155484,-0.48368759097475467,-0.5349286443318536,28.2
284,0,2007,1116,1425,7,0.02055511312586783,-2.612499999999997,-0.005300020549352746,-0.15173976966429792,-0.020543270543270598,-0.00011044557558603785,-0.05704855748724613,-1.9333333333333371
285,1,2007,1438,1107,-9,-0.06665757765339198,14.5625,0.017683881418216696,0.03152706495922403,0.14499072356215215,-0.03921742855657273,-0.077399659546736,-118.06666666666668
286,1,2007,1439,1228,-7,-0.07365414514964735,-5.2875000000000085,0.01785700268969792,0.08071485090787939,-0.0231951871657754,-0.10922135692542179,-0.21987201563456804,0.9333333333333336
287,1,2007,1457,1323,5,0.1255196671144947,-12.837500000000006,0.10622448033573983,0.2834676817435438,0.03676470588235292,-0.04248653071519337,0.1488703151271592,39.599999999999994
288,0,2007,1394,1458,13,0.0378477801779018,4.412500000000001,0.078255487283169,0.30944039057629324,0.13205128205128214,0.026993426400564458,0.13336591198257597,114.13333333333333
289,1,2007,1139,1268,1,0.006466384863124008,-13.374999999999993,-0.05172896211782191,-0.03869766505636074,-0.050874362284098584,0.13490314411771298,-0.08665443636501102,1.5333333333333332
290,1,2007,1207,1130,-5,0.14359953624769822,-10.012499999999996,-0.036956994764894835,-0.12332401282138705,-0.11297616070684341,0.39827135023225857,0.05975206978154768,-20.400000000000002
291,0,2007,1277,1314,8,-0.06313362457527216,-2.5999999999999943,-0.023620144234925672,0.07645794327716526,-0.16045110273264157,-0.2324381934445927,-0.07050500735721954,15.066666666666666
292,0,2007,1462,1326,8,0.0641408643767134,0.29999999999998295,0.02105181084558111,-0.28907434284792766,0.029609279609279615,0.04744631611030603,0.04650713599682477,31.066666666666663
293,1,2007,1338,1433,-8,-0.004933777901268921,11.587499999999991,0.04017676550317434,0.0912082059831435,-0.01952587054888849,-0.18541704099662493,-0.05998888034548622,-39.266666666666666
294,1,2007,1401,1257,-3,0.054114145658263335,-1.0,0.027393753200204846,0.05281279178338011,-0.009415584415584433,0.0818426572849047,0.04309333861883302,-40.33333333333333
295,0,2007,1231,1417,5,-0.09199346405228764,0.012499999999995737,-0.09616827595477881,0.1580213903743315,-0.025565534606157958,0.16265516349775289,-0.0829665068674571,8.666666666666666
296,0,2007,1450,1435,-3,0.1496786102634256,-0.26249999999998863,0.044544562563252454,0.04545494405275524,-0.003162253162253159,0.1835900288753909,0.08759749658986948,-26.199999999999996
297,0,2007,1345,1196,8,0.11062420421712454,2.0625,-0.03719665974650058,0.14049349906604822,0.03525030712530719,-0.06659319698256194,0.4535333728321025,30.933333333333337
298,1,2007,1242,1246,-7,-0.059559522318667124,-1.6750000000000114,0.06032066440668585,0.16838819957095857,0.055518990813108404,-0.014042201238493646,-0.05202218637303302,-18.666666666666668
299,1,2007,1272,1305,-5,-0.021341082852239013,7.525000000000006,-0.015467487495190474,-0.04545690955427262,-0.034174554739070884,-0.05431106365691907,0.060944914872903655,-45.800000000000004
300,1,2007,1332,1457,-8,-0.020473057644110337,8.799999999999997,-0.03398186542029705,-0.4172658208020051,0.0944741532976826,0.05811407415719683,0.0036794105027804225,-28.666666666666664
301,0,2007,1439,1356,1,-0.16700543958789843,2.2624999999999957,0.02271952776892222,-0.030582064736862313,0.03483115468409592,-0.2561367231096755,-0.3475472651320394,-12.466666666666669
302,1,2007,1397,1438,1,0.01973310741536155,-4.099999999999994,0.02516310545621217,0.13486763293366016,-0.04174900404136289,0.025916266309751412,-0.01168370431201049,-16.133333333333333
303,0,2007,1458,1424,-5,0.06827874592459937,-3.0500000000000043,-0.0757404985568916,0.03692378590780576,-0.06378205128205128,0.18223794018799078,0.05572728474402766,-41.266666666666666
304,0,2007,1400,1425,-1,-0.005722863308002646,4.2250000000000085,-0.07160824407659858,-0.30347593582887694,0.008231612268879307,0.006665120682246561,0.04439668670867458,-10.133333333333336
305,0,2007,1356,1242,3,0.10761400435313484,-8.687499999999993,-0.07017191460274821,-0.002747252747252793,-0.0767806267806268,0.1517249548416547,0.20811853780297906,32.0
306,1,2007,1272,1401,-1,0.042699935854094095,10.5,-0.025806451612903236,-0.08929283472894023,0.03103281853281853,0.0848267380830443,0.11317103722285093,11.933333333333334
307,0,2007,1397,1326,4,-0.02696966999418965,9.137499999999989,0.03221353960734136,-0.0019758806342579094,0.07160391288298262,-0.06838599433295456,0.05111342173087785,35.8
308,0,2007,1338,1417,1,-0.050816130842445406,9.062499999999993,-0.040515623586907606,0.08483565696353562,-0.03644501278772383,-0.021163633160247164,-0.05495832758129349,13.600000000000001
309,1,2007,1196,1139,-4,-0.06152927120669055,8.524999999999999,0.09799720864642561,-0.04808841099163677,0.010850966562173436,0.0007579314324557274,-0.32860817973009415,-13.799999999999999
310,1,2007,1207,1435,-4,0.18531109793079698,1.0,0.022697571630998725,0.01768891163556008,-0.0002704317220446062,0.4379170211706249,0.09452823868922156,-50.39999999999999
311,0,2007,1425,1314,4,-0.13420619235836628,5.012500000000003,0.06336082781316052,0.24288537549407108,-0.11469516027655563,-0.3451173125883784,-0.15011514258322511,39.13333333333333
312,1,2007,1332,1424,-4,0.19216843337852818,5.974999999999994,0.0006824411553729426,-0.026070326210725858,0.07413101604278066,0.3421205792101405,0.20471146657651296,-23.4
313,1,2007,1326,1272,-1,0.03543546925134422,-4.699999999999989,0.02123893805309729,0.2548126275517296,-0.0736915486915487,0.044001812448562605,-0.10706762467519271,-10.399999999999999
314,0,2007,1242,1417,-1,-0.08830126253399917,10.249999999999993,0.02463727904771129,0.16697113628059923,-0.011790937110630284,-0.05875521142517803,-0.1319511375183915,-0.06666666666666732
315,0,2007,1332,1196,2,0.1655436474250141,5.187499999999986,-0.02644564193782603,0.020935024052065626,0.07233177361853826,0.07624280555892149,0.4447757338483005,27.200000000000003
316,1,2007,1207,1314,1,0.032328339001746476,-9.374999999999993,0.019851881163832935,-0.04686092471734532,-0.1474981245311328,0.08648496090756508,-0.06007155712322998,19.46666666666667
317,0,2007,1417,1196,1,0.12910143896268195,-4.26250000000001,-0.005596136052791079,0.033859108159392776,0.07056861776331091,-0.08788359637677456,0.47293860890237194,4.533333333333333
318,0,2007,1207,1326,1,0.08916412922555972,-9.38750000000001,-0.02436326931780944,-0.31192087615957725,0.030849974398361513,0.28446338514154235,0.1406234281403066,15.8
319,1,2007,1196,1326,0,-0.10854403361060388,-1.125,0.04872731616512538,-0.3595096199364306,0.043267496392496385,-0.002295214967420467,-0.3538107142693009,-3.4666666666666663
320,0,2008,1164,1291,0,-0.01113999032882007,-7.662500000000001,-0.004650455266531933,-0.05380802707930371,-0.029010695187165758,-0.09324538629585755,0.009102569510756164,130.14285714285717
321,1,2008,1181,1125,-13,0.0773744256474519,0.23750000000002558,0.012852656835481757,0.02176051341589269,0.007352941176470507,-0.026148968764467595,0.19508874095339557,-178.0
322,0,2008,1340,1242,15,-0.07746447101285808,-5.262499999999989,0.04861543582755837,0.04406722309948116,0.01217793880837359,-0.30989230874205,0.0716932112996227,154.35714285714283
323,1,2008,1243,1425,5,-0.004405900014736175,-2.0374999999999943,-0.04818675242178472,-0.18849239242558205,0.13216925351071696,0.12125630867754833,0.10469098367541863,-1.0
324,0,2008,1246,1266,5,0.17288217173661907,1.625,-0.05278854249095605,-0.10346168656141702,-0.1959210763558591,0.0011010374364155417,0.31701377589119817,53.714285714285715
325,0,2008,1396,1277,7,0.17544278211309383,16.275000000000006,-0.03806258386779118,0.1282220786321388,-0.13309927697441604,0.20965498303974672,0.22270739724934507,69.57142857142857
326,0,2008,1206,1323,7,-0.13761982874959283,6.112499999999997,-0.007715254849879533,0.05378478523895941,0.024143649143649082,-0.2318821442340453,-0.14339200272885577,53.07142857142857
327,0,2008,1331,1338,9,0.07994570849821009,-14.325000000000024,-0.03728840485058155,-0.06286762041425692,-0.0916610271448981,0.12050477768105405,0.05932059888900465,61.42857142857142
328,0,2008,1124,1345,5,0.07150168483551245,8.350000000000037,-0.08359388734060236,0.06344740022344642,-0.11101147776183645,0.12588292795457745,0.23961456167154482,-0.7142857142857153
329,1,2008,1390,1165,-11,-0.059523809523809534,0.4999999999999716,0.005483382721335306,-0.08174603174603173,0.15134408602150543,0.03517017176891657,-0.1467326584042311,-130.2142857142857
330,1,2008,1401,1140,1,-0.042815371762740195,-8.512499999999996,-0.013265875385517545,-0.16215538847117794,0.07152807983372772,-0.07776021651972143,-0.12299311488305276,-31.285714285714285
331,0,2008,1290,1417,15,-0.08612754280456147,1.8125,0.017272028357519287,-0.10274984389891223,0.05360185211722862,-0.1531823676028421,0.0012522657936469006,320.9285714285714
332,0,2008,1245,1424,1,0.019529215194849736,-3.9625000000000057,0.11461167360153346,0.19890166592952974,0.09642943879144134,-0.10268604719386665,-0.06700767852311529,17.928571428571423
333,1,2008,1450,1457,-9,-0.16825705595717905,-4.112500000000004,0.004587874297782291,-0.09390660652975924,-0.14176482432296383,-0.31055425865959785,-0.32058742467782686,-87.5
334,1,2008,1452,1112,-3,0.040167039244908165,7.137499999999996,-0.025990979592098784,0.05456053509332194,0.027572590011614384,0.19357113939840587,0.057296432166336064,-8.642857142857142
335,0,2008,1168,1458,11,0.033874458874458835,1.5125000000000028,-0.04032654294848098,-0.1850649350649351,-0.184648257570037,-0.055014177268937425,-0.021022087733050476,108.92857142857143
336,0,2008,1208,1462,11,0.03710420461445052,-14.124999999999993,-0.07155720097829593,0.13243776563448695,0.0657726692209451,0.1311510639387301,0.24461209288064367,89.71428571428571
337,0,2008,1231,1116,-1,0.11219241285030751,0.6375000000000028,-0.049267722119792745,0.0891148325358852,-0.04892566782810692,0.22920344968878992,0.22436498015485362,-22.21428571428571
338,0,2008,1375,1139,3,0.05404798180533482,12.800000000000011,-0.08263017738092485,0.11774973502914676,-0.018315018315018305,0.1323026924992058,0.17396363381857016,31.500000000000007
339,1,2008,1172,1211,3,0.197958800731461,-10.725000000000023,-0.010860309010722158,-0.10735623242992431,-0.08900389751453591,0.21577029373420842,0.1379359984176306,37.5
340,0,2008,1420,1207,13,0.12123619939779184,6.274999999999999,-0.023779233434387204,0.17963086874093906,-0.035635581136086725,0.1945523040975704,0.2694269618184104,130.42857142857142
341,0,2008,1129,1257,11,0.058769344141488544,4.887500000000003,-0.029015294835445377,-0.15788504053058222,-0.030429292929292917,0.08017888294616415,0.12640991057504336,110.07142857142858
342,1,2008,1272,1426,-15,-0.06839009284623204,-17.349999999999994,0.054594139592363145,-0.014742966129899393,0.03639508275238151,0.0670672695423673,-0.27087443915893306,-146.92857142857142
343,1,2008,1274,1388,-3,-0.0517280611962595,3.4375,-0.036842382687202635,-0.22365061140928455,-0.025132895559724866,-0.13846588378542046,-0.07053858308212158,6.785714285714285
344,1,2008,1280,1332,-1,0.02620252112411764,-1.9500000000000028,0.09481854424276107,0.025139715624391268,-0.06926406926406925,-0.008039145196322539,-0.1228054208567706,-6.428571428571431
345,0,2008,1291,1314,15,-0.012973484848484873,-9.712499999999999,0.05030221908467944,0.037223193473193444,-0.037431870483265406,-0.26490590591315955,0.11663974326041904,188.0
346,0,2008,1386,1328,5,0.05321648690292746,7.862499999999997,0.03742952834525784,0.3284056339141085,-0.08021645021645019,-0.041664932893943796,0.05044393807558434,34.14285714285714
347,1,2008,1360,1163,9,0.057467532467532556,-0.20000000000003126,0.03587511244695751,-0.12893217893217895,-0.19730551675631766,-0.12098951733146057,-0.14190390899023098,105.71428571428572
348,0,2008,1435,1373,-9,-0.04292557111274886,9.599999999999994,-0.08928370637779898,-0.18143897315192636,-0.25624242056754787,-0.0967644451046048,-0.09179279872913204,-48.71428571428571
349,1,2008,1397,1110,-13,-0.0450078201971259,11.75,0.0165719379097152,0.09027172781603338,0.08979803572826833,-0.06468362006727935,-0.050829345705394546,-153.07142857142856
350,0,2008,1122,1400,13,0.10205453149001542,-4.450000000000003,0.07159755669925733,0.03736239119303636,-0.04229170300598872,-0.07092520210521625,0.1569833805274038,177.64285714285714
351,1,2008,1437,1155,7,0.11433002481389587,10.262500000000003,-0.019304936763088643,-0.054859387923904046,-0.06655086848635239,0.10987408145932576,0.1786416023441788,51.07142857142857
352,0,2008,1179,1443,-7,0.021963114617663648,-11.4375,0.04495036535099878,-0.13205333067012887,-0.04166704759728013,0.08633966499206003,-0.1846042702313142,-45.64285714285714
353,1,2008,1242,1424,-7,-0.009626216077828986,0.9749999999999943,0.07488517214509918,0.03287250384024579,0.022983747267946608,0.03300184241058979,-0.2870962807399592,-50.07142857142858
354,0,2008,1338,1277,-1,-0.02206294677814552,12.875000000000028,0.0024152401654439215,0.053751916324853266,-0.04267894461859978,-0.07925794805712971,-0.07061379304942106,6.928571428571427
355,1,2008,1390,1266,-3,0.03600628930817601,8.837499999999977,-0.04586736721737267,-0.11874213836477987,-0.1422995576221383,-0.10942632473449132,0.008040643172003814,6.571428571428571
356,1,2008,1417,1401,-8,0.1946025994939039,0.3500000000000014,0.02259281909091654,0.1726478030825857,-0.07481043195328924,0.2796997505799699,0.29349546334977017,-9.642857142857142
357,1,2008,1450,1323,-1,-0.22213472590627764,7.337499999999999,0.03661036518681346,-0.0858477011494253,-0.15752406508220468,-0.5219973638809522,-0.44603305234173507,-12.071428571428573
358,0,2008,1181,1452,-5,-0.005647501764844298,7.087500000000006,0.053096110653595735,0.11773433979443218,-0.017857142857142905,-0.15309400371021087,-0.032802435728914614,-8.0
359,0,2008,1243,1458,8,-0.10843592171717176,1.875,-0.020384233770338683,-0.2750157828282829,-0.09255575844528496,-0.2497263851427961,-0.22889271291510171,21.571428571428573
360,0,2008,1345,1462,3,-0.07310340970824136,-5.837500000000006,-0.016980257878321386,0.05108171156488672,0.11206896551724138,0.00744353758125893,-0.028182276562925157,31.285714285714285
361,1,2008,1172,1207,8,0.1048127217941901,5.850000000000001,-0.03804633921496137,0.13459159699359272,-0.07297727065168935,0.17089370776101076,0.19812512756118306,52.07142857142857
362,1,2008,1257,1328,-3,-0.07114933702995613,-4.487499999999997,0.02089003564168823,0.25144712816046655,-0.057398989898989894,-0.17788620770643127,-0.12525517076883275,-12.42857142857143
363,0,2008,1280,1272,7,0.10704318028204518,12.237499999999997,0.016963656011286743,-0.028486613740248135,-0.0030701754385965563,-0.001916797238185941,0.2229486602914058,33.64285714285714
364,0,2008,1116,1314,8,-0.08086124401913869,0.6124999999999972,0.1197757278225628,0.13238866396761131,0.06396868974082431,-0.3392362001015671,-0.04104653286754589,30.07142857142857
365,0,2008,1139,1397,5,-0.02199284792382522,-22.262500000000003,0.10621953386327998,-0.2152829418602663,-0.04561814154837407,-0.1730437939851831,-0.2200313641876599,18.714285714285715
366,0,2008,1274,1400,5,-0.01955989334260777,1.7374999999999972,0.05525237455984339,0.035492082814054804,-0.04267388631500135,-0.2223957500408289,-0.04183106674839243,32.5
367,1,2008,1437,1373,-1,0.07165434505273327,9.262500000000003,-0.10092574115544783,-0.11757077994627613,-0.23041474654377886,0.10218957122573435,0.10367594707188044,-38.57142857142857
368,0,2008,1360,1443,1,0.05532777627179908,-5.2250000000000085,0.012242365567110891,-0.10364898647631099,-0.1579558038860364,-0.07605590751437075,-0.06961535603365165,62.357142857142875
369,0,2008,1397,1257,-1,0.029874174810771092,9.325000000000003,-0.053330248502986566,0.012080868194854377,0.0561340145642471,0.17329158861299543,0.174110063761453,-2.571428571428571
370,1,2008,1314,1450,-3,0.1147629310344827,10.162500000000001,-0.02039625422149155,0.014533598585322743,0.09035024713625217,0.40897725216426817,0.0569904780669116,-3.0
371,1,2008,1417,1443,-11,0.08822402655935369,-12.125,0.039357398842939706,-0.13735038974293162,-0.13109647702670962,0.015406805134252632,-0.09044897284825071,-66.78571428571428
372,0,2008,1452,1462,4,0.0001310923442071621,-5.6875,-0.08440199664174614,-0.07030689407738591,0.046592775041050916,0.15248352897142947,0.09014415898166828,-1.3571428571428577
373,1,2008,1172,1458,7,0.05324257063387494,-6.0625,-0.03963844844795886,-0.05164873371395112,-0.2316319188629089,-0.01128723816243049,-0.0725805923595566,56.42857142857142
374,0,2008,1437,1242,11,0.12526881720430116,8.912500000000009,-0.050535335592120506,0.22096774193548388,-0.09781310061814974,0.034867817530681355,0.43388253147213585,68.5
375,0,2008,1277,1272,4,0.041841403320057036,-1.2875000000000085,-0.04160825307017682,-0.009399802308340865,0.0964269509981851,0.02748947539912172,0.3329909281740504,11.142857142857142
376,0,2008,1390,1400,1,0.05622119815668203,7.237499999999969,0.029975683625938332,0.01861239119303637,-0.0851071611440275,-0.07201128401632184,-0.024523978738338448,1.0
377,0,2008,1257,1314,2,-0.0375829034635225,-7.25,0.04188528547539799,0.25762428433762263,0.02964329291542739,-0.2175597335516556,0.105678061081799,10.142857142857142
378,0,2008,1462,1417,2,-0.03991116918771953,9.337499999999991,0.028673286133737208,-0.12056175919326312,0.00317127472299894,-0.11147655307131643,-0.070502948616741,8.571428571428571
379,1,2008,1242,1172,-9,-0.0869669108098281,7.8374999999999915,0.026569092477581074,-0.1421562516232923,0.09611785698742231,0.041999674371272944,-0.2662262952390647,-60.0
380,1,2008,1272,1400,-1,-0.058912449642060105,0.5,0.0751094082279325,0.05839226540687287,-0.12504773839360306,-0.1769134384555262,-0.26744627246546004,-8.357142857142858
381,1,2008,1242,1314,0,-0.006451612903225823,-2.2125000000000057,0.05448152829293221,-0.00980148883374693,0.05079868744038718,-0.011668347212465235,-0.052080461464733,-6.928571428571429
382,0,2008,1417,1272,0,0.1789822790386778,-1.7625000000000028,-0.05570459382342857,0.04001078601160635,-0.03497708234550351,0.17851872101782185,0.3698003347094164,-1.2857142857142856
383,1,2008,1242,1272,0,0.0920153682288497,6.074999999999989,-0.029135501345847498,-0.10214546561168594,0.061140774641918805,0.2011448750705389,0.12294755978890759,-4.642857142857143
384,1,2009,1287,1106,0,-0.14553648674894498,10.75,0.1040259197825914,0.15158818440242255,-0.02458425042797746,-0.305216063776913,-0.2886335495746981,15.294117647058812
385,1,2009,1163,1151,-15,-0.03224442126269961,-1.9500000000000028,-0.061732254623731025,-0.13085767416545724,0.04524101307189543,0.21436566795204937,-0.12740883517469181,-213.29411764705884
386,0,2009,1127,1181,13,0.10536300627247686,5.387500000000003,0.019895649903497625,0.3394666010244672,-0.02587306474313872,0.07416449979662842,0.1850438695736365,191.8235294117647
387,1,2009,1211,1103,-9,-0.05179128464288085,-5.587500000000006,-0.11413780318028866,-0.16793856488636477,-0.1126068376068377,0.030258681199266002,0.05000548003982963,-76.47058823529412
388,1,2009,1261,1139,-1,-0.03940110323089041,-10.462500000000006,0.010230932735225101,-0.1685853290848665,-0.10015234163840966,-0.11443012057855384,-0.11632260491686142,17.235294117647058
389,1,2009,1268,1143,3,-0.0477831196581196,-9.849999999999994,-0.03175801810944684,-0.07620383089133087,-0.04166666666666685,-0.10173465479531019,-0.04332355287021483,13.882352941176471
390,1,2009,1272,1169,-13,-0.12842528907496015,0.7249999999999943,-0.054270705434281,0.2613927099946836,-0.07373052195706659,-0.15182300381536173,-0.20714068167514754,-138.7058823529412
391,1,2009,1276,1155,3,-0.022264927191035677,5.025000000000006,-0.005521483303532471,-0.043395766794781576,0.07149491375497563,-0.021497888799190124,0.11314685051134266,38.35294117647059
392,1,2009,1314,1347,-15,-0.14931628807255443,15.75,0.016126290224650897,0.10090706023506213,-0.002981201706838965,-0.10854951160062476,-0.4022458739488588,-190.76470588235296
393,1,2009,1328,1288,-13,0.022085877993549663,1.0,-0.056478340794320986,-0.04754683318465647,-0.052277039848197315,0.12433014290138755,0.13443814214032146,-156.88235294117646
394,0,2009,1320,1345,7,0.10093911778547887,-10.125000000000007,-0.05268123085402951,0.16261063452084612,-0.01932957393483714,0.20242208920077787,0.267189599923107,123.64705882352939
395,0,2009,1278,1400,3,0.04588235294117643,-6.587500000000006,0.008385264307086249,-0.1077540106951872,0.04626068376068376,0.12172857173287044,0.06868138560229231,28.470588235294116
396,0,2009,1140,1401,-1,0.11064738506771205,-5.174999999999997,0.031988960672395386,-0.13934426229508196,-0.1721256971256972,0.11150761025819955,-0.08539606937528554,-52.64705882352942
397,0,2009,1433,1417,5,-0.033378907137340375,-1.5,0.029943131765462844,-0.014508938712462005,0.02892230576441107,-0.07259126494987567,-0.042978717302787905,55.529411764705884
398,1,2009,1437,1110,-11,0.15902133580705008,9.875,0.03874025869687478,0.10087198515769946,-0.048483150897669414,0.29508520231352775,0.035596889756850714,-118.3529411764706
399,0,2009,1228,1443,-7,-0.01715702161082211,0.6499999999999986,0.09058073957761373,-0.10005395079992066,0.0475008862105637,-0.03392313122061985,-0.25041654912370703,-100.82352941176471
400,0,2009,1280,1449,9,-0.14739194898344316,-1.6750000000000114,-0.12333277428688469,0.10152329082404532,-0.0748677248677248,-0.13762800189815716,0.09874262455856009,56.647058823529406
401,0,2009,1428,1112,-7,-0.024954648526077094,-5.412499999999987,-0.08622007645278185,0.16706549286381217,-0.11338071682899264,0.1154047225275151,0.003932782332548124,-21.529411764705884
402,1,2009,1113,1396,-5,-0.07452553485162172,-10.325000000000003,0.06475808490519261,-0.029123533471359597,-0.1218181818181818,-0.19881380609641008,-0.2719532644994128,-41.58823529411765
403,0,2009,1448,1156,-9,0.17974508381001164,12.587500000000006,0.052987646274268385,0.11931187569367369,0.029318327615541206,0.2390056669020333,0.10194992124273528,-52.64705882352941
404,0,2009,1452,1173,-5,0.09273738556525446,3.187500000000014,-0.025682557401944,-0.03167305372223411,0.08051801801801795,0.16486542996751374,0.1846934560426331,-62.82352941176471
405,0,2009,1295,1242,11,-0.043981481481481455,-11.162500000000023,-0.08303591455460488,-0.044560185185185175,-0.04187267175382631,-0.04978686232209273,0.06384195066057963,88.29411764705883
406,0,2009,1287,1257,15,0.04624640592382534,-4.8125,0.08470004586818475,0.0826440584505101,0.09894412242878353,0.0655502313087446,0.1381800462996564,219.58823529411765
407,0,2009,1429,1266,5,-0.029665440691383993,-2.5,-0.0974488543331974,-0.02277977525619035,-0.04432238090482371,0.13060703283148012,0.02797369223232904,11.411764705882355
408,1,2009,1277,1352,-13,-0.11504320568169701,15.162499999999994,0.08058069566812476,0.04988890443449523,-0.11257309941520471,-0.30734091327605895,-0.3630078112562065,-139.3529411764706
409,1,2009,1281,1165,-11,-0.03163214592735869,9.637499999999989,-0.011682763667574342,-0.022471725231033746,0.1627252252252253,0.14613465142507287,0.00486169963239913,-111.11764705882354
410,1,2009,1329,1397,-1,-0.003583120748299251,0.9375,-0.03729745641382448,-0.2331802721088435,-0.013318670576735137,0.005177245784308004,-0.0316988195314859,11.47058823529412
411,0,2009,1190,1338,15,0.012658605762053965,7.512500000000003,-0.11245549384664827,0.14444693237796682,-0.21294612216884018,-0.05365586267830014,0.17239594391132074,127.3529411764706
412,0,2009,1326,1373,-1,-0.017305560293365052,-13.25,-0.02145519675039509,0.3125518790152937,0.06757771682340646,0.09731394075704825,0.11830442455206158,-25.11764705882353
413,0,2009,1372,1393,11,0.08510336163720184,-3.6624999999999943,0.015477483505870415,-0.051695329861686956,-0.034071226651871844,0.20784568656272295,0.08800959615383619,92.52941176470588
414,0,2009,1130,1425,-3,-0.051004011807747274,17.549999999999997,0.018828060556439707,-0.15034700959379466,0.05287433155080218,-0.09950691643009213,-0.11134283012704027,23.11764705882353
415,1,2009,1458,1199,7,0.1345547834518424,-13.512500000000003,-0.13825917094465526,-0.14975894203835383,-0.004477230086986195,0.32608334046081344,0.4148401461094148,-32.529411764705884
416,1,2009,1462,1340,-9,0.05721300832643672,12.550000000000011,0.02211774693463406,0.40421167977202144,-0.21457577510209092,-0.07335159551857484,-0.09175278102786666,-87.35294117647058
417,0,2009,1401,1163,8,0.0195759549953603,7.099999999999994,-0.05965044456801856,0.2209900827404887,-0.0008434905493728273,0.005958006344545463,0.29927283484338774,65.76470588235294
418,0,2009,1400,1181,5,0.002804044008325901,-0.7874999999999943,0.04550941044292428,0.052438299137674727,0.0567096423007753,-0.12080784393778154,-0.0161418426436587,18.0
419,0,2009,1443,1211,8,0.030828272604588314,-0.13749999999998153,0.039487840994976514,-0.09697320223636013,0.08946492575524828,0.003210680224821738,0.032518010990443935,114.0
420,1,2009,1272,1268,-8,-0.047300944669365796,0.22499999999999432,0.006663956008144178,0.3180258338153074,-0.13377192982456132,-0.1302816896151472,-0.15515978985618306,-37.29411764705882
421,0,2009,1261,1314,7,0.10323416968607263,-25.25,0.02771278678255426,-0.04116084954771099,-0.02855214549587945,-0.0009033663374522494,0.19000680381298263,49.352941176470594
422,1,2009,1328,1276,-8,0.017486737400530528,-4.2250000000000085,-0.004205733907324094,0.21419098143236076,-0.057563025210083996,-0.0033904675257065975,0.007563766467164612,-40.17647058823529
423,0,2009,1449,1345,-1,0.15686431272221063,3.1624999999999943,0.03853357156696022,0.06733840133378605,0.09224450013923696,0.22777328112638562,0.1676084308549003,10.705882352941178
424,1,2009,1437,1417,-3,0.08092033528690201,6.112499999999997,0.03415009389352705,0.11181681886329564,-0.05196153075535964,0.1628527177702499,0.006834379222894871,6.0
425,1,2009,1112,1156,-1,0.07547762694821514,1.9499999999999886,-0.03832256893969055,0.018898585075055707,0.06674560621929038,0.18656198764030807,0.2081516219606907,-20.588235294117645
426,1,2009,1242,1173,-8,0.1442791005291006,10.187500000000028,0.0010542545426462657,0.010616732804232809,-0.032083196556880855,0.2558612458145174,0.11217774483710241,-55.0
